0,354.902225546875,5.335218888092041,0.53,3.23
1,311.38145642578127,5.1185142555236816,3.71,14.62
2,279.4136969726562,4.096861176300049,13.06,36.94
3,263.15158375,3.377184844207764,25.56,53.64
4,256.50500681640625,3.0359595798492434,30.44,60.41
5,249.0927260546875,2.825634182357788,34.3,63.57
6,244.90965561523439,2.738560071563721,36.88,65.29
7,241.95073627929688,3.0680869453430177,32.81,60.65
8,239.8239432373047,2.644822858428955,38.53,66.93
9,238.23033052734374,2.5316229583740233,40.88,69.4
10,236.98314447265625,2.605073797607422,40.12,67.61
11,235.9585622998047,2.4505132022857667,43.42,70.69
12,235.04216126953125,2.386958798599243,44.89,71.86
13,234.11529482421875,2.4209709045410155,44.25,71.21
14,233.35053095703125,2.4872880195617677,42.37,69.72
15,232.73105491699218,2.4809648429870603,42.28,69.96
16,231.97623595214844,2.415145559692383,43.94,71.49
17,231.19774634277343,2.3210300216674806,45.26,72.4
18,230.72585508789064,2.405688572692871,44.08,71.35
19,230.1064016064453,2.410584487915039,44.89,70.42
20,229.40652713867186,2.5662976238250734,41.02,68.63
21,228.79769307128907,2.4293330055236817,43.74,71.09
22,228.25184260253906,2.2689019676208497,46.43,74.01
23,227.6778165283203,2.3533629890441894,45.09,71.39
24,227.02426987304688,2.3252851387023927,45.54,72.69
25,226.3493540234375,2.364433570098877,45.59,71.79
26,225.72280790527344,2.3386915843963623,45.19,72.61
27,225.1010693798828,2.2443494873046874,46.89,73.27
28,224.45612664550782,2.2447367923736574,47.41,73.91
29,223.83400177734376,2.358624569129944,45.76,71.71
30,223.12700904296875,2.2612425172805786,47.07,73.58
31,222.56400341796876,2.2862636226654054,46.89,72.97
32,221.8400559082031,2.3680830562591555,44.57,72.16
33,221.1067180078125,2.545522166442871,42.2,68.3
34,220.41217213378906,2.2397052055358886,48.02,74.14
35,219.7542371875,2.3111181419372557,46.81,72.95
36,219.05304932128905,2.9268657958984376,37.15,61.74
37,218.18614009765625,2.2608600822448732,47.11,73.8
38,217.46968326171876,2.088024419403076,50.97,77.54
39,216.7715102246094,2.1995456195831298,48.71,74.64
40,215.84761412597655,2.3779607053756715,45.3,71.49
41,215.12255278320313,2.1949152870178223,48.64,74.59
42,214.27392226074218,2.156285872268677,49.24,75.63
43,213.57474323242187,2.3923625438690186,45.14,71.81
44,212.57067821777343,2.3263193450927733,45.33,71.97
45,211.79480397460938,2.2261867570877074,48.32,74.33
46,210.9315983105469,2.216022699737549,48.51,74.95
47,210.08097422851563,2.212351131439209,48.25,73.66
48,209.09821033691406,2.2173666923522948,48.6,74.94
49,208.21041083984375,2.2105565868377686,48.4,74.42
50,207.32421224609374,2.263683531951904,47.34,73.27
51,206.4428228515625,2.359896662521362,46.25,72.71
52,205.5019163330078,2.3672984283447267,46.38,71.51
53,204.49983342285157,2.3360725360870362,46.05,73.32
54,203.61097845703125,2.1770032676696776,49.47,75.29
55,202.53935329589845,2.334888962173462,47.51,71.83
56,201.58115844726564,2.210909470748901,49.27,74.49
57,200.47964179199218,2.191793571472168,49.13,75.33
58,199.53678546875,2.3880061100006102,47.86,71.68
59,198.54465748535156,2.2330795482635497,49.04,73.75
60,197.4687644091797,2.21603544921875,48.24,74.53
61,196.32926709472656,2.3074520713806153,47.4,73.46
62,195.23399881835937,2.2299907920837403,49.3,74.02
63,194.22497724121095,2.125614165496826,49.92,75.97
64,193.0930847607422,2.2145056076049805,48.47,74.64
